_CASE_KEY,WERKS,EBELN,EBELP,ACTIVITY_EN,EVENTTIME,_SORTING,USER_NAME,RKDST,NAME1,ELIKZ,MATNR,MATKL,MENGE,DELGE,NETPR,BLDAT,BUDAT,BPDAT,DRDAT,LEWED,SEDAT,LCWED,ITDAT,MAVPR,THWMS,LATES,LATED,LATEP
BR101751223,BR10,175122,3,Create Purchase Order Item,2023-06-15 01:00:00,20000,96016266,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751223,BR10,175122,3,Purchase Order Item: Approved,2023-06-20 01:00:00,23000,40601709,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751223,BR10,175122,3,Purchase Order Item: Sent to Vendor,2023-06-20 01:00:00,25000,,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751223,BR10,175122,3,Goods Shipped,2023-06-23 01:00:00,26000,,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751223,BR10,175122,3,Change Price,2023-06-26 01:00:00,21000,,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751223,BR10,175122,3,Record Goods Issue,2023-06-29 01:00:00,27000,,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751223,BR10,175122,3,Record Invoice,2023-07-11 00:00:00,10200,,x,Red Apple,x,97625203,MPLF,77,77,556,2023-07-11,2023-08-01,,2023-06-20,2023-06-23,2023-06-23,2023-06-29,2023-06-29,1.0,1.0,0,0,
BR101751224,BR10,175122,4,Create Purchase Order Item,2023-06-15 01:00:00,20000,96016266,,Material Delivery S.p.A,x,15353960,TPM1,72,72,2,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-22,2023-06-22,,,0,0,
BR101751224,BR10,175122,4,Purchase Order Item: Approved,2023-06-15 01:00:00,23000,40601709,,Material Delivery S.p.A,x,15353960,TPM1,72,72,2,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-22,2023-06-22,,,0,0,
BR101751224,BR10,175122,4,Purchase Order Item: Sent to Vendor,2023-06-15 01:00:00,25000,,,Material Delivery S.p.A,x,15353960,TPM1,72,72,2,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-22,2023-06-22,,,0,0,
BR101751224,BR10,175122,4,Goods Shipped,2023-06-16 01:00:00,26000,,,Material Delivery S.p.A,x,15353960,TPM1,72,72,2,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-22,2023-06-22,,,0,0,
BR101751224,BR10,175122,4,Record Goods Issue,2023-06-22 01:00:00,27000,,,Material Delivery S.p.A,x,15353960,TPM1,72,72,2,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-22,2023-06-22,,,0,0,
BR101751224,BR10,175122,4,Record Invoice,2023-07-05 00:00:00,10200,,,Material Delivery S.p.A,x,15353960,TPM1,72,72,2,2023-07-05,2023-07-26,,2023-06-15,2023-06-16,2023-06-16,2023-06-22,2023-06-22,,,0,0,
BR101751225,BR10,175122,5,Create Purchase Requisition Item,2023-06-12 01:00:00,10000,20291697,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Purchase Requisition Item: Approved,2023-06-14 01:00:00,11000,32008687,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Create Purchase Order Item,2023-06-15 01:00:00,20000,96016266,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Purchase Order Item: Approved,2023-06-19 01:00:00,23000,40601709,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Purchase Order Item: Sent to Vendor,2023-06-19 01:00:00,25000,,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Late Shipment,2023-06-26 01:00:00,25500,,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Goods Shipped,2023-07-03 01:00:00,26000,,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Record Goods Issue,2023-07-07 01:00:00,27000,,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101751225,BR10,175122,5,Record Invoice,2023-07-11 00:00:00,10200,,x,PA Inc.,x,86834912,MPLF,36,36,381,2023-07-11,2023-08-01,,2023-06-19,2023-06-26,2023-07-03,2023-07-07,2023-07-07,,,1,0,
BR101850331,BR10,185033,1,Create Purchase Requisition Item,2023-06-15 01:00:00,10000,17857729,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850331,BR10,185033,1,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,32008687,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850331,BR10,185033,1,Create Purchase Order Item,2023-06-27 01:00:00,20000,91423732,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850331,BR10,185033,1,Purchase Order Item: Approved,2023-06-28 01:00:00,23000,49796074,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850331,BR10,185033,1,Purchase Order Item: Sent to Vendor,2023-06-28 01:00:00,25000,,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850331,BR10,185033,1,Goods Shipped,2023-07-04 01:00:00,26000,,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850331,BR10,185033,1,Record Goods Issue,2023-07-07 01:00:00,27000,,x,Bottle Supplies,x,25150904,COLA,77,77,976,,,,2023-06-28,2023-07-04,2023-07-04,2023-07-07,2023-07-07,,,0,0,
BR101850333,BR10,185033,3,Create Purchase Requisition Item,2023-06-16 01:00:00,10000,95329307,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,24642678,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Create Purchase Order Item,2023-06-27 01:00:00,20000,91423732,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Purchase Order Item: Approved,2023-06-28 01:00:00,23000,49796074,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Purchase Order Item: Sent to Vendor,2023-06-28 01:00:00,25000,,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Late Shipment,2023-07-04 01:00:00,25500,,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Goods Shipped,2023-07-10 01:00:00,26000,,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850333,BR10,185033,3,Record Goods Issue,2023-07-13 01:00:00,27000,,x,Red Apple,x,84480424,ZUFN,40,40,136,,,,2023-06-28,2023-07-04,2023-07-10,2023-07-13,2023-07-13,,,1,0,
BR101850334,BR10,185033,4,Create Purchase Requisition Item,2023-06-19 01:00:00,10000,60223748,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850334,BR10,185033,4,Purchase Requisition Item: Approved,2023-06-26 01:00:00,11000,32008687,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850334,BR10,185033,4,Create Purchase Order Item,2023-06-27 01:00:00,20000,91423732,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850334,BR10,185033,4,Purchase Order Item: Approved,2023-06-28 01:00:00,23000,49796074,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850334,BR10,185033,4,Purchase Order Item: Sent to Vendor,2023-06-28 01:00:00,25000,,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850334,BR10,185033,4,Goods Shipped,2023-07-05 01:00:00,26000,,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850334,BR10,185033,4,Record Goods Issue,2023-07-10 01:00:00,27000,,x,O.L.,x,86457056,MPLF,15,15,159,,,,2023-06-28,2023-07-05,2023-07-05,2023-07-10,2023-07-10,,,0,0,
BR101850335,BR10,185033,5,Create Purchase Order Item,2023-06-27 01:00:00,20000,91423732,,Office Supplies,x,13505536,TPM1,48,48,7,,,,2023-06-28,2023-06-29,2023-06-30,2023-07-07,2023-07-07,,,1,0,
BR101850335,BR10,185033,5,Purchase Order Item: Approved,2023-06-28 01:00:00,23000,49796074,,Office Supplies,x,13505536,TPM1,48,48,7,,,,2023-06-28,2023-06-29,2023-06-30,2023-07-07,2023-07-07,,,1,0,
BR101850335,BR10,185033,5,Purchase Order Item: Sent to Vendor,2023-06-28 01:00:00,25000,,,Office Supplies,x,13505536,TPM1,48,48,7,,,,2023-06-28,2023-06-29,2023-06-30,2023-07-07,2023-07-07,,,1,0,
BR101850335,BR10,185033,5,Late Shipment,2023-06-29 01:00:00,25500,,,Office Supplies,x,13505536,TPM1,48,48,7,,,,2023-06-28,2023-06-29,2023-06-30,2023-07-07,2023-07-07,,,1,0,
BR101850335,BR10,185033,5,Goods Shipped,2023-06-30 01:00:00,26000,,,Office Supplies,x,13505536,TPM1,48,48,7,,,,2023-06-28,2023-06-29,2023-06-30,2023-07-07,2023-07-07,,,1,0,
